DrawNo,DrawDate,1stPrizeNo
320009,20090715,335659
320109,20090718,959968
320209,20090719,341139
320309,20090721,938411
320409,20090722,132082
320509,20090725,528299
320609,20090726,525472
320709,20090729,410239
320809,20090801,425553
320909,20090802,539697
321009,20090804,628905
321109,20090805,747435
321209,20090808,272059
321309,20090809,181104
321409,20090812,510505
321509,20090815,403749
321609,20090816,020175
321709,20090818,071350
321809,20090819,126261
321909,20090822,515847
322009,20090823,612679
322109,20090826,070488
322209,20090829,164226
322309,20090830,610589
322409,20090902,878912
322509,20090905,561714
322609,20090906,109868
322709,20090909,758787
322809,20090912,425823
322909,20090913,239535
323009,20090915,157618
323109,20090916,239301
323209,20090919,465970
323309,20090920,689378
323409,20090923,588705
323509,20090926,086556
323609,20090927,795633
323709,20090930,094279
323809,20091003,019336
323909,20091004,951536
324009,20091007,979696
324109,20091010,356560
324209,20091011,492395
324309,20091013,657036
324409,20091014,790160
324509,20091017,852880
324609,20091018,665632
324709,20091020,308736
324809,20091021,835712
324909,20091024,005816
325009,20091025,937557
325109,20091028,886601
325209,20091031,902962
325309,20091101,980436
325409,20091103,565846
325509,20091104,676203
325609,20091107,056548
325709,20091108,767994
325809,20091111,838619
325909,20091114,082343
326009,20091115,719821
326109,20091117,509119
326209,20091118,477577
326309,20091121,241274
326409,20091122,875287
326509,20091125,534792
326609,20091128,549304
326709,20091129,054522
326809,20091202,310248
326909,20091205,596012
327009,20091206,223139
327109,20091208,733214
327209,20091209,112559
327309,20091212,867910
327409,20091213,791656
327509,20091215,891372
327609,20091216,459644
327709,20091219,230257
327809,20091220,397374
327909,20091223,469507
328009,20091226,743646
328109,20091227,477717
328209,20091230,920164
328310,20100102,672100
328410,20100103,161302
328510,20100106,425020
328610,20100109,841718
328710,20100110,290142
328810,20100113,431671
328910,20100116,896763
329010,20100117,859553
329110,20100120,664440
329210,20100123,918078
329310,20100124,108455
329410,20100126,550274
329510,20100127,643407
329610,20100130,385913
329710,20100131,188671
329810,20100202,979200
329910,20100203,856918
330010,20100206,081101
330110,20100207,446987
330210,20100210,624443
330310,20100213,030850
330410,20100214,369624
330510,20100216,436671
330610,20100217,236817
330710,20100220,093791
330810,20100221,106582
330910,20100223,599229
331010,20100224,788197
331110,20100227,219952
331210,20100228,691137
331310,20100302,558374
331410,20100303,459532
331510,20100306,867268
331610,20100307,097847
331710,20100310,891163
331810,20100313,895459
331910,20100314,452748
332010,20100317,412603
332110,20100320,537556
332210,20100321,388379
332310,20100324,985531
332410,20100327,678031
332510,20100328,647732
332610,20100330,915266
332710,20100331,380150
332810,20100403,855145
332910,20100404,995664
333010,20100406,172137
333110,20100407,356162
333210,20100410,268465
333310,20100411,713913
333410,20100414,903839
333510,20100417,656698
333610,20100418,413211
333710,20100421,882572
333810,20100424,052798
333910,20100425,523226
334010,20100427,722859
334110,20100428,986529
334210,20100501,288621
334310,20100502,543356
334410,20100504,494759
334510,20100505,817544
334610,20100508,880547
334710,20100509,263210
334810,20100512,586478
334910,20100515,487597
335010,20100516,030390
335110,20100519,159322
335210,20100522,438660
335310,20100523,064114
335410,20100526,059882
335510,20100529,669159
335610,20100530,865932
335710,20100601,127083
335810,20100602,239328
335910,20100605,337144
336010,20100606,987484
336110,20100609,561117
336210,20100612,155462
336310,20100613,366419
336410,20100616,069877
336510,20100619,043054
336610,20100620,275754
336710,20100623,966998
336810,20100626,791411
336910,20100627,278740
337010,20100629,089653
337110,20100630,009460
337210,20100703,380031
337310,20100704,501470
337410,20100706,485789
337510,20100707,204381
337610,20100710,758864
337710,20100711,285240
337810,20100714,918940
337910,20100717,354614
338010,20100718,303652
338110,20100721,945249
338210,20100724,608223
338310,20100725,112256
338410,20100727,787618
338510,20100728,451380
338610,20100731,083669
338710,20100801,710978
338810,20100803,777796
338910,20100804,626202
339010,20100807,487920
339110,20100808,775713
339210,20100811,315032
339310,20100814,741909
339410,20100815,773118
339510,20100818,187912
339610,20100821,231231
339710,20100822,024509
339810,20100825,249252
339910,20100828,370643
340010,20100829,958964
340110,20100901,027979
340210,20100904,248590
340310,20100905,893171
340410,20100908,266970
340510,20100911,264283
340610,20100912,075188
340710,20100915,096673
340810,20100918,461110
340910,20100919,915133
341010,20100922,418991
341110,20100925,199471
341210,20100926,403189
341310,20100928,158912
341410,20100929,448805
341510,20101002,025255
341610,20101003,290559
341710,20101005,234875
341810,20101006,446115
341910,20101009,824538
342010,20101010,751697
342110,20101013,143673
342210,20101016,717949
342310,20101017,550737
342410,20101020,180865
342510,20101023,833780
342610,20101024,536294
342710,20101026,440055
342810,20101027,328906
342910,20101030,403271
343010,20101031,580850
343110,20101102,855028
343210,20101103,992737
343310,20101106,877346
343410,20101107,403200
343510,20101110,973554
343610,20101113,393526
343710,20101114,554718
343810,20101117,657156
343910,20101120,231071
344010,20101121,903657
344110,20101124,864848
344210,20101127,974976
344310,20101128,252957
344410,20101130,795302
344510,20101201,021702
344610,20101204,069668
344710,20101205,202162
344810,20101208,192796
344910,20101211,755001
345010,20101212,015988
345110,20101215,954533
345210,20101218,131642
345310,20101219,547519
345410,20101222,541160
345510,20101225,049269
345610,20101226,282983
345710,20101228,630421
345810,20101229,934755
345911,20110101,037379
346011,20110102,569369
346111,20110105,671214
346211,20110108,750469
346311,20110109,305903
346411,20110112,854143
346511,20110115,582444
346611,20110116,034087
346711,20110119,840434
346811,20110122,699413
346911,20110123,846391
347011,20110125,496516
347111,20110126,735236
347211,20110129,977167
347311,20110130,972390
347411,20110201,459712
347511,20110202,447607
347611,20110205,531495
347711,20110206,279917
347811,20110208,125005
347911,20110209,726305
348011,20110212,899075
348111,20110213,211600
348211,20110216,660861
348311,20110219,790268
348411,20110220,997943
348511,20110222,013183
348611,20110223,557566
348711,20110226,482251
348811,20110227,080986
348911,20110301,648884
349011,20110302,256004
349111,20110305,824501
349211,20110306,130471
349311,20110309,821948
349411,20110312,456011
349511,20110313,863979
349611,20110316,514227
349711,20110319,672694
349811,20110320,041763
349911,20110323,897380
350011,20110326,671001
350111,20110327,006829
350211,20110329,615789
350311,20110330,331543
350411,20110402,990342
350511,20110403,949134
350611,20110405,849739
350711,20110406,823493
350811,20110409,189491
350911,20110410,113086
351011,20110413,240858
351111,20110416,499737
351211,20110417,579782
351311,20110420,829633
351411,20110423,863493
351511,20110424,992507
351611,20110426,934087
351711,20110427,535818
351811,20110430,585460
351911,20110501,692536
352011,20110503,225470
352111,20110504,842190
352211,20110507,198908
352311,20110508,892475
352411,20110511,628126
352511,20110514,894567
352611,20110515,238450
352711,20110518,730714
352811,20110521,136405
352911,20110522,187010
353011,20110525,224955
353111,20110528,810749
353211,20110529,912759
353311,20110531,916686
353411,20110601,008129
353511,20110604,749019
353611,20110605,983854
353711,20110608,092139
353811,20110611,857472
353911,20110612,816308
354011,20110615,171042
354111,20110618,230770
354211,20110619,284318
354311,20110622,308024
354411,20110625,545428
354511,20110626,787238
354611,20110628,836862
354711,20110629,662641
354811,20110702,769505
354911,20110703,263018
355011,20110705,516526
355111,20110706,719150
355211,20110709,757010
355311,20110710,617655
355411,20110713,002054
355511,20110716,040440
355611,20110717,765931
355711,20110720,878947
355811,20110723,087287
355911,20110724,705515
356011,20110727,997971
356111,20110730,588647
356211,20110731,876674
356311,20110803,316195
356411,20110806,173410
356511,20110807,763420
356611,20110810,566827
356711,20110813,476586
356811,20110814,632446
356911,20110817,011429
357011,20110820,847888
357111,20110821,660702
357211,20110824,190706
357311,20110827,647243
357411,20110828,386370
357511,20110831,592328
357611,20110903,561143
357711,20110904,202234
357811,20110906,071001
357911,20110907,409056
358011,20110910,663695
358111,20110911,076670
358211,20110914,808314
358311,20110917,935567
358411,20110918,050925
358511,20110921,798270
358611,20110924,465659
358711,20110925,560489
358811,20110927,047155
358911,20110928,839569
359011,20111001,398517
359111,20111002,372458
359211,20111004,798126
359311,20111005,285353
359411,20111008,588627
359511,20111009,742278
359611,20111012,073009
359711,20111015,655009
359811,20111016,286857
359911,20111019,351701
360011,20111022,523019
360111,20111023,881014
360211,20111025,642236
360311,20111026,681704
360411,20111029,506308
360511,20111030,100482
360611,20111101,194010
360711,20111102,120890
360811,20111105,017890
360911,20111106,695833
361011,20111109,350752
361111,20111112,904554
361211,20111113,934148
361311,20111116,624775
361411,20111119,805360
361511,20111120,563630
361611,20111123,601873
361711,20111126,306496
361811,20111127,341062
361911,20111129,188982
362011,20111130,876368
362111,20111203,123871
362211,20111204,112508
362311,20111206,719303
362411,20111207,264800
362511,20111210,185940
362611,20111211,495652
362711,20111214,852118
362811,20111217,857037
362911,20111218,182576
363011,20111221,008376
363111,20111224,727747
363211,20111225,200346
363311,20111227,804305
363411,20111228,228436
363511,20111231,008630
363612,20120101,484698
363712,20120104,518891
363812,20120107,990001
363912,20120108,906369
364012,20120111,534416
364112,20120114,832444
364212,20120115,434055
364312,20120117,940628
364412,20120118,910389
364512,20120121,497755
364612,20120122,044314
364712,20120124,154577
364812,20120125,962916
364912,20120128,594189
365012,20120129,353246
365112,20120131,972365
365212,20120201,431921
365312,20120204,222167
365412,20120205,842636
365512,20120208,663813
365612,20120211,331830
365712,20120212,110382
365812,20120214,103136
365912,20120215,448402
366012,20120218,444911
366112,20120219,436879
366212,20120222,061047
366312,20120225,337103
366412,20120226,496530
366512,20120228,035892
366612,20120229,417285
366712,20120303,031203
366812,20120304,337705
366912,20120307,174968
367012,20120310,633066
367112,20120311,907920
367212,20120314,693230
367312,20120317,581314
367412,20120318,563540
367512,20120320,039126
367612,20120321,822194
367712,20120324,275852
367812,20120325,179447
367912,20120328,614644
368012,20120331,965008
368112,20120401,444660
368212,20120403,653990
368312,20120404,369526
368412,20120407,015905
368512,20120408,783115
368612,20120411,033137
368712,20120414,276415
368812,20120415,849463
368912,20120417,030660
369012,20120418,493444
369112,20120421,379151
369212,20120422,386563
369312,20120425,944300
369412,20120428,770017
369512,20120429,655904
369612,20120502,443055
369712,20120505,925674
369812,20120506,202570
369912,20120508,009611
370012,20120509,330880
370112,20120512,136025
370212,20120513,590077
370312,20120516,940917
370412,20120519,575361
370512,20120520,498692
370612,20120523,464387
370712,20120526,397462
370812,20120527,144802
370912,20120529,953326
371012,20120530,755363
371112,20120602,203858
371212,20120603,594945
371312,20120606,967446
371412,20120609,001016
371512,20120610,450883
371612,20120613,678883
371712,20120616,264706
371812,20120617,577957
371912,20120620,577607
372012,20120623,872639
372112,20120624,229980
372212,20120626,938829
372312,20120627,467921
372412,20120630,057641
372512,20120701,200653
372612,20120703,612819
372712,20120704,189777
372812,20120707,285001
372912,20120708,044547
373012,20120711,784618
373112,20120714,840984
373212,20120715,377239
373312,20120717,609176
373412,20120718,794025
373512,20120721,174207
373612,20120722,355292
373712,20120725,011749
373812,20120728,086771
373912,20120729,320622
374012,20120801,032960
374112,20120804,524392
374212,20120805,966487
374312,20120808,604545
374412,20120811,999725
374512,20120812,779578
374612,20120815,378524
374712,20120818,727620
374812,20120819,359018
374912,20120822,735845
375012,20120825,853120
375112,20120826,782879
375212,20120828,365705
375312,20120829,244809
375412,20120901,181146
375512,20120902,296481
375612,20120904,897437
375712,20120905,961397
375812,20120908,991288
375912,20120909,274588
376012,20120912,868470
376112,20120915,659248
376212,20120916,169519
376312,20120918,527970
376412,20120919,044449
376512,20120922,651404
376612,20120923,325835
376712,20120926,387107
376812,20120929,063274
376912,20120930,318145
377012,20121002,559357
377112,20121003,771631
377212,20121006,331839
377312,20121007,473502
377412,20121010,004845
377512,20121013,790714
377612,20121014,761657
377712,20121017,189032
377812,20121020,197640
377912,20121021,049894
378012,20121024,396118
378112,20121027,824789
378212,20121028,169263
378312,20121030,546871
378412,20121031,626898
378512,20121103,238528
378612,20121104,556961
378712,20121107,215025
378812,20121110,298984
378912,20121111,128950
379012,20121113,975004
379112,20121114,123488
379212,20121117,746227
379312,20121118,186729
379412,20121121,443425
379512,20121124,078317
379612,20121125,082566
379712,20121127,970107
379812,20121128,190665
379912,20121201,525554
380012,20121202,838375
380112,20121204,319839
380212,20121205,716492
380312,20121208,946213
380412,20121209,933847
380512,20121212,203398
380612,20121215,350575
380712,20121216,840038
380812,20121218,691910
380912,20121219,489161
381012,20121222,721817
381112,20121223,080198
381212,20121226,486817
381312,20121229,374040
381412,20121230,405298
381513,20130102,750470
381613,20130105,410303
381713,20130106,182356
381813,20130108,176365
381913,20130109,389774
382013,20130112,598449
382113,20130113,645936
382213,20130116,819539
382313,20130119,588399
382413,20130120,521832
382513,20130122,207746
382613,20130123,461793
382713,20130126,557487
382813,20130127,974814
382913,20130130,678166
383013,20130202,801087
383113,20130203,284341
383213,20130205,310853
383313,20130206,958254
383413,20130209,199179
383513,20130210,503419
383613,20130212,427584
383713,20130213,232956
383813,20130216,422565
383913,20130217,454176
384013,20130219,472669
384113,20130220,786820
384213,20130223,648508
384313,20130224,177952
384413,20130227,572680
384513,20130302,802052
384613,20130303,425166
384713,20130305,747657
384813,20130306,241778
384913,20130309,618517
385013,20130310,260960
385113,20130313,097513
385213,20130316,075892
385313,20130317,105863
385413,20130320,370695
385513,20130323,117822
385613,20130324,199183
385713,20130326,822587
385813,20130327,034872
385913,20130330,119899
386013,20130331,463686
386113,20130402,091774
386213,20130403,246392
386313,20130406,372867
386413,20130407,509159
386513,20130410,483614
386613,20130413,734510
386713,20130414,183892
386813,20130417,180661
386913,20130420,041720
387013,20130421,489902
387113,20130424,818068
387213,20130427,160667
387313,20130428,078742
387413,20130430,306290
387513,20130501,370246
387613,20130504,995075
387713,20130505,288473
387813,20130507,840803
387913,20130508,015349
388013,20130511,570066
388113,20130512,220791
388213,20130515,296183
388313,20130518,949755
388413,20130519,628801
388513,20130522,531640
388613,20130525,268297
388713,20130526,677598
388813,20130528,365782
388913,20130529,664362
389013,20130601,739016
389113,20130602,770363
389213,20130605,672251
389313,20130608,874410
389413,20130609,548525
389513,20130612,281865
389613,20130615,308829
389713,20130616,771366
389813,20130619,667517
389913,20130622,210042
390013,20130623,764430
390113,20130625,029715
390213,20130626,510290
390313,20130629,838753
390413,20130630,489019
390513,20130702,500161
390613,20130703,711607
390713,20130706,854774
390813,20130707,821244
390913,20130710,290386
391013,20130713,632307
391113,20130714,897660
391213,20130717,566078
391313,20130720,080209
391413,20130721,420814
391513,20130724,554639
391613,20130727,953377
391713,20130728,038831
391813,20130731,867060
391913,20130803,147005
392013,20130804,160909
392113,20130807,125656
392213,20130810,303103
392313,20130811,004109
392413,20130813,436965
392513,20130814,233374
392613,20130817,327876
392713,20130818,961810
392813,20130821,569210
392913,20130824,574948
393013,20130825,258007
393113,20130827,757739
393213,20130828,391211
393313,20130831,126113
393413,20130901,115922
393513,20130903,747670
393613,20130904,627371
393713,20130907,019590
393813,20130908,544981
393913,20130911,108993
394013,20130914,999241
394113,20130915,763880
394213,20130918,004361
394313,20130921,318741
394413,20130922,789065
394513,20130925,755163
394613,20130928,736293
394713,20130929,273400
394813,20131001,215447
394913,20131002,665832
395013,20131005,459607
395113,20131006,486505
395213,20131009,728501
395313,20131012,114932
395413,20131013,602389
395513,20131016,451368
395613,20131019,533268
395713,20131020,372933
395813,20131023,808001
395913,20131026,083002
396013,20131027,565722
396113,20131029,341455
396213,20131030,198083
396313,20131102,850833
396413,20131103,146109
396513,20131105,855262
396613,20131106,600382
396713,20131109,358229
396813,20131110,259804
396913,20131113,495599
397013,20131116,815536
397113,20131117,627153
397213,20131120,315984
397313,20131123,017245
397413,20131124,000562
397513,20131126,047464
397613,20131127,754153
397713,20131130,835860
397813,20131201,314417
397913,20131203,327491
398013,20131204,700471
398113,20131207,817593
398213,20131208,013622
398313,20131211,897015
398413,20131214,882165
398513,20131215,454072
398613,20131218,967858
398713,20131221,410229
398813,20131222,142797
398913,20131225,872666
399013,20131228,148046
399113,20131229,387191
399213,20131231,748272
399314,20140101,267867
399414,20140104,569990
399514,20140105,241733
399614,20140107,246956
399714,20140108,403971
399814,20140111,916623
399914,20140112,510802
400014,20140115,994625
400114,20140118,853232
400214,20140119,294199
400314,20140122,324848
400414,20140125,576822
400514,20140126,921311
400614,20140128,085591
400714,20140129,820155
400814,20140201,764622
400914,20140202,137205
401014,20140204,298044
401114,20140205,877053
401214,20140208,054820
401314,20140209,799791
401414,20140211,818700
401514,20140212,085132
401614,20140215,997152
401714,20140216,918022
401814,20140219,312394
401914,20140222,251833
402014,20140223,293393
402114,20140225,065789
402214,20140226,012252
402314,20140301,076743
402414,20140302,922357
402514,20140304,679284
402614,20140305,284724
402714,20140308,331779
402814,20140309,923876
402914,20140312,148885
403014,20140315,493908
403114,20140316,691118
403214,20140319,637121
403314,20140322,719713
403414,20140323,974786
403514,20140325,363378
403614,20140326,651570
403714,20140329,054824
403814,20140330,698944
403914,20140402,686722
404014,20140405,151911
404114,20140406,123856
404214,20140408,996126
404314,20140409,562454
404414,20140412,898660
404514,20140413,119767
404614,20140416,891309
404714,20140419,554816
404814,20140420,322427
404914,20140423,863513
405014,20140426,106430
405114,20140427,153077
405214,20140429,667695
405314,20140430,153622
405414,20140503,860367
405514,20140504,456494
405614,20140506,795661
405714,20140507,498586
405814,20140510,491341
405914,20140511,008424
406014,20140514,855413
406114,20140517,618710
406214,20140518,443840
406314,20140521,700555
406414,20140524,865939
406514,20140525,450607
406614,20140528,618626
406714,20140531,457031
406814,20140601,458574
406914,20140603,093611
407014,20140604,984298
407114,20140607,808828
407214,20140608,286890
407314,20140611,736793
407414,20140614,302059
407514,20140615,958303
407614,20140618,060391
407714,20140621,901207
407814,20140622,590065
407914,20140624,092453
408014,20140625,410835
408114,20140628,577197
408214,20140629,025043
408314,20140702,701897
408414,20140705,493084
408514,20140706,029746
408614,20140709,469966
408714,20140712,001727
408814,20140713,666815
408914,20140716,151652
409014,20140719,396026
409114,20140720,045039
409214,20140723,870826
409314,20140726,285885
409414,20140727,296584
409514,20140730,750416
409614,20140802,722918
409714,20140803,084805
409814,20140805,530722
409914,20140806,574011
410014,20140809,071032
410114,20140810,645622
410214,20140813,818406
410314,20140816,676433
410414,20140817,304050
410514,20140820,826286
410614,20140823,344768
410714,20140824,410972
410814,20140826,899051
410914,20140827,032184
411014,20140830,305448
411114,20140831,167749
411214,20140902,149286
411314,20140903,637219
411414,20140906,984241
411514,20140907,556800
411614,20140910,083267
411714,20140913,877583
411814,20140914,647879
411914,20140917,067482
412014,20140920,781687
412114,20140921,202841
412214,20140924,284620
412314,20140927,819868
412414,20140928,491441
412514,20140930,310810
412614,20141001,066608
412714,20141004,767296
412814,20141005,375308
412914,20141007,673932
413014,20141008,117007
413114,20141011,354877
413214,20141012,265668
413314,20141015,121378
413414,20141018,335942
413514,20141019,203524
413614,20141022,297541
413714,20141025,593570
413814,20141026,585795
413914,20141028,234645
414014,20141029,663304
414114,20141101,731958
414214,20141102,891942
414314,20141104,548287
414414,20141105,233626
414514,20141108,572530
414614,20141109,953259
414714,20141112,999556
414814,20141115,397817
414914,20141116,940788
415014,20141119,903734
415114,20141122,062288
415214,20141123,546872
415314,20141125,104567
415414,20141126,546459
415514,20141129,149951
415614,20141130,906536
415714,20141202,560123
415814,20141203,164105
415914,20141206,504966
416014,20141207,270193
416114,20141210,292703
416214,20141213,286209
416314,20141214,408834
416414,20141217,817783
416514,20141220,743214
416614,20141221,058031
416714,20141224,485886
416814,20141227,910395
416914,20141228,457416
417014,20141230,947636
417114,20141231,461455
417215,20150103,770783
417315,20150104,896024
417415,20150106,480831
417515,20150107,064220
417615,20150110,376125
417715,20150111,523627
417815,20150114,697081
417915,20150117,149607
418015,20150118,300358
418115,20150121,631082
418215,20150124,594437
418315,20150125,044916
418415,20150127,406514
418515,20150128,276692
418615,20150131,073379
418715,20150201,795484
418815,20150203,534500
418915,20150204,944355
419015,20150207,013289
419115,20150208,798358
419215,20150211,147237
419315,20150214,502362
419415,20150215,982195
419515,20150217,330643
419615,20150218,749363
419715,20150221,259847
419815,20150222,587694
419915,20150224,239809
420015,20150225,868900
420115,20150228,017339
420215,20150301,724688
420315,20150303,041518
420415,20150304,196776
420515,20150307,036310
420615,20150308,490419
420715,20150311,633297
420815,20150314,544218
420915,20150315,395565
421015,20150318,581132
421115,20150321,819939
421215,20150322,300433
421315,20150325,545780
421415,20150328,281244
421515,20150329,732000
421615,20150331,759224
421715,20150401,244865
421815,20150404,994405
421915,20150405,912889
422015,20150407,349852
422115,20150408,087707
422215,20150411,855376
422315,20150412,695943
422415,20150415,286604
422515,20150418,555584
422615,20150419,899765
422715,20150422,974407
422815,20150425,917120
422915,20150426,615656
423015,20150428,445488
423115,20150429,532248
423215,20150502,829916
423315,20150503,340360
423415,20150505,714406
423515,20150506,213359
423615,20150509,838919
423715,20150510,155878
423815,20150513,621574
423915,20150516,832282
424015,20150517,118340
424115,20150520,334666
424215,20150523,368636
424315,20150524,022525
424415,20150526,852958
424515,20150527,217748
424615,20150530,145709
424715,20150531,670197
424815,20150602,865759
424915,20150603,976295
425015,20150606,687390
425115,20150607,655568
425215,20150610,599336
425315,20150613,846321
425415,20150614,303279
425515,20150617,031900
425615,20150620,251795
425715,20150621,551677
425815,20150624,071621
425915,20150627,023912
426015,20150628,616992
426115,20150701,977306
426215,20150704,042776
426315,20150705,847393
426415,20150708,949587
426515,20150711,272569
426615,20150712,493683
426715,20150715,525871
426815,20150718,748418
426915,20150719,405230
427015,20150722,663253
427115,20150725,649492
427215,20150726,929065
427315,20150728,203497
427415,20150729,052163
427515,20150801,506732
427615,20150802,512871
427715,20150804,189536
427815,20150805,054846
427915,20150808,853123
428015,20150809,635790
428115,20150812,743285
428215,20150815,940197
428315,20150816,290931
428415,20150819,979807
428515,20150822,770200
428615,20150823,700670
428715,20150826,690450
428815,20150829,407276
428915,20150830,438321
429015,20150901,819680
429115,20150902,169169
429215,20150905,095250
429315,20150906,933463
429415,20150909,527117
429515,20150912,526800
429615,20150913,578285
429715,20150916,275591
429815,20150919,653838
429915,20150920,099038
430015,20150923,075658
430115,20150926,449724
430215,20150927,098723
430315,20150929,684105
430415,20150930,919386
430515,20151003,238109
430615,20151004,005395
430715,20151006,340847
430815,20151007,505059
430915,20151010,244329
431015,20151011,239050
431115,20151014,353105
431215,20151017,597855
431315,20151018,689731
431415,20151021,844285
431515,20151024,717230
431615,20151025,209336
431715,20151027,432955
431815,20151028,702112
431915,20151031,214575
432015,20151101,846757
432115,20151103,875632
432215,20151104,003249
432315,20151107,561768
432415,20151108,668908
432515,20151111,958965
432615,20151114,291624
432715,20151115,763115
432815,20151118,717094
432915,20151121,920010
433015,20151122,367633
433115,20151124,749576
433215,20151125,430179
433315,20151128,263482
433415,20151129,495008
433515,20151201,824082
433615,20151202,535594
433715,20151205,768058
433815,20151206,670231
433915,20151209,012589
434015,20151212,091073
434115,20151213,135162
434215,20151216,302056
434315,20151219,102460
434415,20151220,291260
434515,20151223,357736
434615,20151226,611031
434715,20151227,262457
434815,20151229,645813
434915,20151230,418829
435016,20160102,239345
435116,20160103,381527
435216,20160105,260959
435316,20160106,666253
435416,20160109,331444
435516,20160110,483355
435616,20160113,949566
435716,20160116,605143
435816,20160117,226397
435916,20160120,117403
436016,20160123,833639
436116,20160124,335542
436216,20160126,829308
436316,20160127,276908
436416,20160130,877479
436516,20160131,509262
436616,20160203,440132
436716,20160206,254344
436816,20160207,567977
436916,20160209,538586
437016,20160210,487879
437116,20160213,693979
437216,20160214,009355
437316,20160216,452513
437416,20160217,000177
437516,20160220,630193
437616,20160221,073746
437716,20160223,543759
437816,20160224,118084
437916,20160227,593252
438016,20160228,024311
438116,20160301,573261
438216,20160302,758804
438316,20160305,299344
438416,20160306,185392
438516,20160309,449999
438616,20160312,055217
438716,20160313,101379
438816,20160316,777207
438916,20160319,210254
439016,20160320,687001
439116,20160323,966029
439216,20160326,956812
439316,20160327,955672
439416,20160329,629781
439516,20160330,813303
439616,20160402,265728
439716,20160403,220526
439816,20160405,528656
439916,20160406,301440
440016,20160409,205841
440116,20160410,657480
440216,20160413,804742
440316,20160416,140520
440416,20160417,318596
440516,20160420,010276
440616,20160423,275944
440716,20160424,273976
440816,20160426,070269
440916,20160427,505513
441016,20160430,370757
441116,20160501,132565
441216,20160503,958421
441316,20160504,277243
441416,20160507,928609
441516,20160508,942757
441616,20160511,315294
441716,20160514,812308
441816,20160515,361491
441916,20160518,339648
442016,20160521,760855
442116,20160522,730043
442216,20160525,185732
442316,20160528,911118
442416,20160529,877381
442516,20160531,345510
442616,20160601,544532
442716,20160604,815963
442816,20160605,994124
442916,20160608,383463
443016,20160611,410162
443116,20160612,516464
443216,20160615,693772
443316,20160618,598191
443416,20160619,764743
443516,20160622,459864
443616,20160625,947790
443716,20160626,198968
443816,20160629,897149
443916,20160702,213956
444016,20160703,951302
444116,20160706,588291
444216,20160709,538995
444316,20160710,978527
444416,20160712,197440
444516,20160713,705456
444616,20160716,382962
444716,20160717,768555
444816,20160720,877976
444916,20160723,799841
445016,20160724,107645
445116,20160727,138179
445216,20160730,640000
445316,20160731,062970
445416,20160803,429832
445516,20160806,558247
445616,20160807,576842
445716,20160809,242349
445816,20160810,813954
445916,20160813,159318
446016,20160814,771491
446116,20160817,761703
446216,20160820,170985
446316,20160821,484305
446416,20160824,380174
446516,20160827,258149
446616,20160828,066861
446716,20160830,131973
446816,20160831,836259
446916,20160903,768968
447016,20160904,818233
447116,20160906,370672
447216,20160907,068478
447316,20160910,627795
447416,20160911,975771
447516,20160914,405893
447616,20160917,035322
447716,20160918,955698
447816,20160921,454245
447916,20160924,907522
448016,20160925,080251
448116,20160927,954605
448216,20160928,220149
448316,20161001,782891
448416,20161002,384887
448516,20161004,540277
448616,20161005,127674
448716,20161008,016061
448816,20161009,336679
448916,20161012,792796
449016,20161015,652510
449116,20161016,217843
449216,20161019,759419
449316,20161022,384492
449416,20161023,875935
449516,20161025,912820
449616,20161026,317591
449716,20161029,607250
449816,20161030,860011
449916,20161101,312461
450016,20161102,314005
450116,20161105,869690
450216,20161106,921855
450316,20161109,189143
450416,20161112,433283
450516,20161113,624810
450616,20161116,470126
450716,20161119,011278
450816,20161120,887003
450916,20161123,933751
451016,20161126,698731
451116,20161127,515097
451216,20161129,090649
451316,20161130,288570
451416,20161203,522773
451516,20161204,995134
451616,20161206,040876
451716,20161207,174995
451816,20161210,833521
451916,20161211,137600
452016,20161214,183753
452116,20161217,194050
452216,20161218,214089
452316,20161221,059259
452416,20161224,618895
452516,20161225,490940
452616,20161227,963570
452716,20161228,556978
452816,20161231,880658
452917,20170101,128986
453017,20170103,932432
453117,20170104,291688
453217,20170107,155900
453317,20170108,776760
453417,20170111,663161
453517,20170114,670050
453617,20170115,982415
453717,20170117,817118
453817,20170118,953117
453917,20170121,600875
454017,20170122,783489
454117,20170124,688996
454217,20170125,407038
454317,20170128,212324
454417,20170129,233516
454517,20170131,502835
454617,20170201,385266
454717,20170204,731076
454817,20170205,812474
454917,20170207,449020
455017,20170208,429544
455117,20170211,259196
455217,20170212,810275
455317,20170215,198708
455417,20170218,659405
455517,20170219,790627
455617,20170222,259020
455717,20170225,897562
455817,20170226,227654
455917,20170228,625825
456017,20170301,543778
456117,20170304,195155
456217,20170305,023946
456317,20170308,887347
456417,20170311,929475
456517,20170312,345093
456617,20170315,857550
456717,20170318,493259
456817,20170319,008425
456917,20170322,538683
457017,20170325,668315
457117,20170326,184782
457217,20170328,918166
457317,20170329,231709
457417,20170401,566960
457517,20170402,116963
457617,20170404,508320
457717,20170405,655283
457817,20170408,669164
457917,20170409,846709
458017,20170412,123625
458117,20170415,853539
458217,20170416,744166
458317,20170419,243607
458417,20170422,180354
458517,20170423,481055
458617,20170425,402677
458717,20170426,100831
458817,20170429,552758
458917,20170430,427208
459017,20170502,582466
459117,20170503,542399
459217,20170506,021386
459317,20170507,004855
459417,20170510,428015
459517,20170513,923448
459617,20170514,007855
